#BGC Name	Family Number
BGC0001418.1	1398
BGC0001419.1	1398
BGC0001420.1	1398
BGC0001205.1	1406
BGC0001421.1	1406
BGC0001422.1	1406
BGC0001423.1	1406
BGC0001424.1	1406
BGC0001425.1	1406
BGC0001426.1	1406
BGC0001427.1	1406
BGC0001428.1	1406
BGC0001023.1	1409
BGC0001035.1	1409
BGC0001290.1	1409
BGC0001429.1	1409
BGC0001430.1	1409
BGC0001431.1	1409
BGC0000038.1	1411
BGC0001296.1	1411
BGC0001298.1	1411
BGC0001433.1	1411
BGC0000120.1	1427
BGC0000170.1	1427
BGC0001450.1	1427
BGC0000020.1	1480
BGC0000090.1	1480
BGC0000998.1	1480
BGC0001119.1	1480
BGC0001511.1	1480
BGC0000078.1	1491
BGC0000165.1	1491
BGC0001194.1	1491
BGC0001452.1	1491
BGC0001522.1	1491
BGC0000031.1	1502
BGC0001533.1	1502
BGC0001242.1	1511
BGC0001247.1	1511
BGC0001446.1	1511
BGC0001489.1	1511
BGC0001541.1	1511
BGC0001542.1	1511
BGC0001436.1	1526
BGC0001557.1	1526
BGC0000974.1	1528
BGC0001024.1	1528
BGC0001212.1	1528
BGC0001559.1	1528
BGC0000052.1	1549
BGC0000151.1	1549
BGC0001288.1	1549
BGC0001359.1	1549
BGC0001581.1	1549
BGC0000056.1	1552
BGC0000081.1	1552
BGC0000112.1	1552
BGC0000965.1	1552
BGC0001397.1	1552
BGC0001503.1	1552
BGC0001584.1	1552
BGC0001390.1	1593
BGC0001626.1	1593
BGC0000053.1	1610
BGC0000060.1	1610
BGC0000123.1	1610
BGC0000957.1	1610
BGC0001643.1	1610
BGC0000036.1	1637
BGC0000084.1	1637
BGC0000100.1	1637
BGC0000105.1	1637
BGC0000114.1	1637
BGC0000135.1	1637
BGC0000142.1	1637
BGC0000144.1	1637
BGC0001040.1	1637
BGC0001204.1	1637
BGC0001670.1	1637
BGC0000037.1	1644
BGC0000104.1	1644
BGC0001309.1	1644
BGC0001360.1	1644
BGC0001677.1	1644
BGC0000042.1	1656
BGC0000059.1	1656
BGC0000108.1	1656
BGC0000125.1	1656
BGC0001690.1	1656
BGC0000001.1	1660
BGC0000111.1	1660
BGC0001072.1	1660
BGC0001199.1	1660
BGC0001492.1	1660
BGC0001597.1	1660
BGC0001649.1	1660
BGC0001694.1	1660
BGC0000975.1	1671
BGC0001015.1	1671
BGC0001016.1	1671
BGC0001017.1	1671
BGC0001033.1	1671
BGC0001054.1	1671
BGC0001235.1	1671
BGC0001332.1	1671
BGC0001432.1	1671
BGC0001467.1	1671
BGC0001667.1	1671
BGC0001705.1	1671
BGC0000002.1	1675
BGC0000015.1	1675
BGC0000034.1	1675
BGC0000061.1	1675
BGC0000073.1	1675
BGC0000103.1	1675
BGC0000115.1	1675
BGC0000116.1	1675
BGC0000117.1	1675
BGC0001381.1	1675
BGC0001477.1	1675
BGC0001491.1	1675
BGC0001523.1	1675
BGC0001619.1	1675
BGC0001658.1	1675
BGC0001662.1	1675
BGC0001700.1	1675
BGC0001709.1	1675
BGC0000996.1	1692
BGC0000999.1	1692
BGC0001043.1	1692
BGC0001435.1	1692
BGC0001544.1	1692
BGC0001553.1	1692
BGC0001556.1	1692
BGC0001726.1	1692
BGC0000680.1	1695
BGC0000682.1	1695
BGC0001373.1	1695
BGC0001508.1	1695
BGC0001708.1	1695
BGC0001729.1	1695
BGC0000017.1	1703
BGC0000155.1	1703
BGC0001022.1	1703
BGC0001034.1	1703
BGC0001394.1	1703
BGC0001737.1	1703
BGC0000146.1	1707
BGC0000992.1	1707
BGC0001122.1	1707
BGC0001243.1	1707
BGC0001255.1	1707
BGC0001305.1	1707
BGC0001445.1	1707
BGC0001449.1	1707
BGC0001466.1	1707
BGC0001563.1	1707
BGC0001578.1	1707
BGC0001600.1	1707
BGC0001724.1	1707
BGC0001738.1	1707
BGC0001741.1	1707
BGC0000046.1	1714
BGC0001697.1	1714
BGC0001749.1	1714
BGC0000335.1	1719
BGC0000393.1	1719
BGC0000984.1	1719
BGC0001028.1	1719
BGC0001125.1	1719
BGC0001363.1	1719
BGC0001565.1	1719
BGC0001630.1	1719
BGC0001631.1	1719
BGC0001711.1	1719
BGC0001754.1	1719
BGC0000136.1	1724
BGC0000137.1	1724
BGC0000141.1	1724
BGC0001759.1	1724
BGC0000365.1	1728
BGC0001039.1	1728
BGC0001358.1	1728
BGC0001620.1	1728
BGC0001695.1	1728
BGC0001763.1	1728
BGC0000960.1	1731
BGC0001230.1	1731
BGC0001351.1	1731
BGC0001766.1	1731
BGC0000106.1	1750
BGC0001287.1	1750
BGC0001785.1	1750
BGC0001164.1	1759
BGC0001793.1	1759
BGC0001794.1	1759
BGC0000024.1	1763
BGC0000122.1	1763
BGC0000143.1	1763
BGC0000353.1	1763
BGC0001172.1	1763
BGC0001215.1	1763
BGC0001367.1	1763
BGC0001598.1	1763
BGC0001666.1	1763
BGC0001750.1	1763
BGC0001798.1	1763
BGC0000033.1	1780
BGC0001060.1	1780
BGC0001377.1	1780
BGC0001378.1	1780
BGC0001804.1	1780
BGC0001815.1	1780
BGC0000099.1	1792
BGC0000154.1	1792
BGC0001338.1	1792
BGC0001720.1	1792
BGC0001722.1	1792
BGC0001827.1	1792
BGC0000049.1	1793
BGC0000058.1	1793
BGC0000079.1	1793
BGC0000109.1	1793
BGC0000126.1	1793
BGC0000148.1	1793
BGC0000159.1	1793
BGC0001051.1	1793
BGC0001195.1	1793
BGC0001342.1	1793
BGC0001348.1	1793
BGC0001495.1	1793
BGC0001537.1	1793
BGC0001648.1	1793
BGC0001653.1	1793
BGC0001714.1	1793
BGC0001755.1	1793
BGC0001770.1	1793
BGC0001773.1	1793
BGC0001784.1	1793
BGC0001807.1	1793
BGC0001828.1	1793
BGC0000345.1	1794
BGC0000346.1	1794
BGC0000966.1	1794
BGC0000973.1	1794
BGC0001202.1	1794
BGC0001203.1	1794
BGC0001443.1	1794
BGC0001560.1	1794
BGC0001703.1	1794
BGC0001704.1	1794
BGC0001800.1	1794
BGC0001829.1	1794
BGC0000096.1	1795
BGC0000102.1	1795
BGC0000133.1	1795
BGC0001036.1	1795
BGC0001046.1	1795
BGC0001200.1	1795
BGC0001519.1	1795
BGC0001580.1	1795
BGC0001702.1	1795
BGC0001742.1	1795
BGC0001812.1	1795
BGC0001830.1	1795
CS200_c00001_NODE_1_...cluster009	1804
CS202_c00001_NODE_1_...cluster003	1804
CS203_c00001_NODE_1_...cluster079	1804
CS204_c00001_NODE_1_...cluster001	1804
CS783_c00001_NODE_1_...cluster004	1804
BGC0000026.1	1808
CS200_c00001_NODE_1_...cluster013	1808
CS203_c00001_NODE_1_...cluster058	1808
CS204_c00001_NODE_1_...cluster069	1808
CS783_c00001_NODE_1_...cluster002	1808
CS200_c00001_NODE_1_...cluster003	1812
CS200_c00001_NODE_1_...cluster017	1812
CS211_c00001_NODE_1_...cluster006	1812
CS783_c00001_NODE_1_...cluster076	1812
BGC0001190.1	1825
CS200_c00001_NODE_1_...cluster011	1825
CS200_c00001_NODE_1_...cluster030	1825
CS203_c00001_NODE_1_...cluster169	1825
CS783_c00001_NODE_1_...cluster046	1825
CS200_c00001_NODE_1_...cluster034	1832
CS200_c00001_NODE_1_...cluster037	1832
CS202_c00001_NODE_1_...cluster070	1832
CS203_c00001_NODE_1_...cluster009	1832
CS783_c00001_NODE_1_...cluster016	1832
CS200_c00001_NODE_1_...cluster046	1841
CS202_c00001_NODE_1_...cluster007	1841
CS203_c00001_NODE_1_...cluster102	1841
CS211_c00001_NODE_1_...cluster048	1841
CS211_c00001_NODE_1_...cluster194	1841
CS783_c00001_NODE_1_...cluster038	1841
CS200_c00001_NODE_1_...cluster048	1843
CS202_c00001_NODE_1_...cluster115	1843
CS204_c00001_NODE_1_...cluster063	1843
CS783_c00001_NODE_1_...cluster035	1843
CS200_c00001_NODE_1_...cluster094	1889
CS203_c00001_NODE_1_...cluster018	1889
CS204_c00001_NODE_1_...cluster008	1889
CS200_c00001_NODE_1_...cluster020	1897
CS200_c00001_NODE_1_...cluster102	1897
CS202_c00001_NODE_1_...cluster055	1897
CS203_c00001_NODE_1_...cluster143	1897
BGC0001339.1	1900
CS200_c00001_NODE_1_...cluster072	1900
CS200_c00001_NODE_1_...cluster105	1900
CS202_c00001_NODE_1_...cluster078	1900
CS204_c00001_NODE_1_...cluster073	1900
CS204_c00001_NODE_1_...cluster105	1900
CS211_c00001_NODE_1_...cluster111	1900
CS783_c00001_NODE_1_...cluster023	1900
CS200_c00001_NODE_1_...cluster006	1904
CS200_c00001_NODE_1_...cluster099	1904
CS200_c00001_NODE_1_...cluster109	1904
CS202_c00001_NODE_1_...cluster085	1904
CS783_c00001_NODE_1_...cluster055	1904
BGC0000986.1	1921
CS200_c00001_NODE_1_...cluster075	1921
CS200_c00001_NODE_1_...cluster126	1921
CS202_c00001_NODE_1_...cluster090	1921
CS203_c00001_NODE_1_...cluster038	1921
CS203_c00001_NODE_1_...cluster096	1921
CS204_c00001_NODE_1_...cluster057	1921
CS200_c00001_NODE_1_...cluster064	1923
CS200_c00001_NODE_1_...cluster106	1923
CS200_c00001_NODE_1_...cluster128	1923
CS203_c00001_NODE_1_...cluster022	1923
CS203_c00001_NODE_1_...cluster047	1923
CS204_c00001_NODE_1_...cluster074	1923
CS200_c00001_NODE_1_...cluster138	1933
CS202_c00001_NODE_1_...cluster032	1933
CS211_c00001_NODE_1_...cluster019	1933
BGC0001504.1	1950
CS200_c00001_NODE_1_...cluster131	1950
CS200_c00001_NODE_1_...cluster155	1950
CS202_c00001_NODE_1_...cluster029	1950
CS202_c00001_NODE_1_...cluster062	1950
CS202_c00001_NODE_1_...cluster077	1950
CS202_c00001_NODE_1_...cluster100	1950
CS202_c00001_NODE_1_...cluster102	1950
CS203_c00001_NODE_1_...cluster049	1950
CS203_c00001_NODE_1_...cluster095	1950
CS203_c00001_NODE_1_...cluster122	1950
CS204_c00001_NODE_1_...cluster003	1950
CS204_c00001_NODE_1_...cluster005	1950
CS204_c00001_NODE_1_...cluster093	1950
CS204_c00001_NODE_1_...cluster095	1950
CS204_c00001_NODE_1_...cluster096	1950
CS204_c00001_NODE_1_...cluster101	1950
CS204_c00001_NODE_1_...cluster121	1950
CS211_c00001_NODE_1_...cluster022	1950
CS211_c00001_NODE_1_...cluster035	1950
CS211_c00001_NODE_1_...cluster043	1950
CS211_c00001_NODE_1_...cluster067	1950
CS211_c00001_NODE_1_...cluster077	1950
CS211_c00001_NODE_1_...cluster080	1950
CS211_c00001_NODE_1_...cluster090	1950
CS211_c00001_NODE_1_...cluster178	1950
CS783_c00001_NODE_1_...cluster010	1950
CS783_c00001_NODE_1_...cluster045	1950
CS783_c00001_NODE_1_...cluster059	1950
CS783_c00001_NODE_1_...cluster145	1950
CS200_c00001_NODE_1_...cluster157	1952
CS202_c00001_NODE_1_...cluster129	1952
CS200_c00001_NODE_1_...cluster164	1959
CS202_c00001_NODE_1_...cluster131	1959
CS203_c00001_NODE_1_...cluster037	1959
CS204_c00001_NODE_1_...cluster108	1959
CS783_c00001_NODE_1_...cluster080	1959
BGC0001283.1	1960
BGC0001816.1	1960
CS200_c00001_NODE_1_...cluster165	1960
CS211_c00001_NODE_1_...cluster032	1960
CS200_c00001_NODE_1_...cluster113	1964
CS200_c00001_NODE_1_...cluster169	1964
CS204_c00001_NODE_1_...cluster045	1964
CS211_c00001_NODE_1_...cluster100	1964
CS200_c00001_NODE_1_...cluster032	2001
CS200_c00001_NODE_1_...cluster082	2001
CS200_c00001_NODE_1_...cluster160	2001
CS200_c00001_NODE_1_...cluster191	2001
CS200_c00001_NODE_1_...cluster206	2001
CS202_c00001_NODE_1_...cluster084	2001
CS203_c00001_NODE_1_...cluster138	2001
CS211_c00001_NODE_1_...cluster209	2001
CS200_c00001_NODE_1_...cluster159	2005
CS200_c00001_NODE_1_...cluster210	2005
CS204_c00001_NODE_1_...cluster022	2005
CS204_c00001_NODE_1_...cluster070	2005
CS204_c00001_NODE_1_...cluster086	2005
CS204_c00001_NODE_1_...cluster094	2005
CS204_c00001_NODE_1_...cluster106	2005
CS211_c00001_NODE_1_...cluster094	2005
CS211_c00001_NODE_1_...cluster149	2005
CS783_c00001_NODE_1_...cluster058	2005
CS783_c00001_NODE_1_...cluster154	2005
CS200_c00001_NODE_1_...cluster231	2026
CS203_c00001_NODE_1_...cluster193	2026
BGC0001124.1	2028
BGC0001141.1	2028
BGC0001252.1	2028
BGC0001400.1	2028
BGC0001583.1	2028
BGC0001606.1	2028
CS200_c00001_NODE_1_...cluster142	2028
CS200_c00001_NODE_1_...cluster152	2028
CS200_c00001_NODE_1_...cluster204	2028
CS200_c00001_NODE_1_...cluster208	2028
CS200_c00001_NODE_1_...cluster213	2028
CS200_c00001_NODE_1_...cluster217	2028
CS200_c00001_NODE_1_...cluster229	2028
CS200_c00001_NODE_1_...cluster230	2028
CS200_c00001_NODE_1_...cluster233	2028
CS202_c00001_NODE_1_...cluster041	2028
CS202_c00001_NODE_1_...cluster168	2028
CS203_c00001_NODE_1_...cluster066	2028
CS203_c00001_NODE_1_...cluster109	2028
CS203_c00001_NODE_1_...cluster142	2028
CS203_c00001_NODE_1_...cluster145	2028
CS203_c00001_NODE_1_...cluster148	2028
CS203_c00001_NODE_1_...cluster176	2028
CS204_c00001_NODE_1_...cluster084	2028
CS204_c00001_NODE_1_...cluster110	2028
CS204_c00001_NODE_1_...cluster113	2028
CS204_c00001_NODE_1_...cluster116	2028
CS204_c00001_NODE_1_...cluster160	2028
CS204_c00001_NODE_1_...cluster185	2028
CS211_c00001_NODE_1_...cluster083	2028
CS211_c00001_NODE_1_...cluster089	2028
CS211_c00001_NODE_1_...cluster155	2028
CS211_c00001_NODE_1_...cluster173	2028
CS211_c00001_NODE_1_...cluster208	2028
CS211_c00001_NODE_1_...cluster213	2028
CS211_c00001_NODE_1_...cluster275	2028
CS783_c00001_NODE_1_...cluster071	2028
CS783_c00001_NODE_1_...cluster103	2028
CS783_c00001_NODE_1_...cluster121	2028
CS783_c00001_NODE_1_...cluster127	2028
CS783_c00001_NODE_1_...cluster147	2028
CS200_c00001_NODE_1_...cluster148	2032
CS200_c00001_NODE_1_...cluster175	2032
CS200_c00001_NODE_1_...cluster237	2032
CS200_c00001_NODE_1_...cluster254	2032
CS203_c00001_NODE_1_...cluster086	2032
CS203_c00001_NODE_1_...cluster124	2032
CS203_c00001_NODE_1_...cluster129	2032
CS203_c00001_NODE_1_...cluster155	2032
CS203_c00001_NODE_1_...cluster166	2032
CS203_c00001_NODE_1_...cluster173	2032
CS203_c00001_NODE_1_...cluster180	2032
CS204_c00001_NODE_1_...cluster068	2032
CS204_c00001_NODE_1_...cluster144	2032
CS204_c00001_NODE_1_...cluster163	2032
CS211_c00001_NODE_1_...cluster156	2032
CS211_c00001_NODE_1_...cluster177	2032
CS211_c00001_NODE_1_...cluster179	2032
CS211_c00001_NODE_1_...cluster185	2032
CS211_c00001_NODE_1_...cluster202	2032
CS211_c00001_NODE_1_...cluster215	2032
CS211_c00001_NODE_1_...cluster227	2032
CS211_c00001_NODE_1_...cluster234	2032
CS211_c00001_NODE_1_...cluster235	2032
CS211_c00001_NODE_1_...cluster255	2032
CS211_c00001_NODE_1_...cluster257	2032
CS211_c00001_NODE_1_...cluster264	2032
CS783_c00001_NODE_1_...cluster047	2032
CS783_c00001_NODE_1_...cluster084	2032
CS783_c00001_NODE_1_...cluster098	2032
CS783_c00001_NODE_1_...cluster113	2032
CS783_c00001_NODE_1_...cluster120	2032
CS783_c00001_NODE_1_...cluster157	2032
CS783_c00001_NODE_1_...cluster160	2032
CS200_c00001_NODE_1_...cluster192	2035
CS200_c00001_NODE_1_...cluster240	2035
CS203_c00001_NODE_1_...cluster150	2035
CS211_c00001_NODE_1_...cluster192	2035
CS783_c00001_NODE_1_...cluster104	2035
CS783_c00001_NODE_1_...cluster105	2035
CS200_c00001_NODE_1_...cluster022	2043
CS200_c00001_NODE_1_...cluster172	2043
CS200_c00001_NODE_1_...cluster187	2043
CS200_c00001_NODE_1_...cluster199	2043
CS200_c00001_NODE_1_...cluster243	2043
CS200_c00001_NODE_1_...cluster248	2043
CS202_c00001_NODE_1_...cluster083	2043
CS202_c00001_NODE_1_...cluster118	2043
CS202_c00001_NODE_1_...cluster137	2043
CS203_c00001_NODE_1_...cluster056	2043
CS203_c00001_NODE_1_...cluster062	2043
CS203_c00001_NODE_1_...cluster064	2043
CS203_c00001_NODE_1_...cluster071	2043
CS203_c00001_NODE_1_...cluster072	2043
CS203_c00001_NODE_1_...cluster111	2043
CS203_c00001_NODE_1_...cluster123	2043
CS204_c00001_NODE_1_...cluster038	2043
CS204_c00001_NODE_1_...cluster064	2043
CS211_c00001_NODE_1_...cluster095	2043
CS211_c00001_NODE_1_...cluster123	2043
CS211_c00001_NODE_1_...cluster176	2043
CS783_c00001_NODE_1_...cluster069	2043
CS783_c00001_NODE_1_...cluster077	2043
CS783_c00001_NODE_1_...cluster081	2043
CS783_c00001_NODE_1_...cluster126	2043
CS200_c00001_NODE_1_...cluster278	2083
CS200_c00001_NODE_1_...cluster281	2083
CS200_c00001_NODE_1_...cluster285	2083
CS200_c00001_NODE_1_...cluster287	2083
CS200_c00001_NODE_1_...cluster288	2083
CS202_c00001_NODE_1_...cluster013	2083
CS202_c00001_NODE_1_...cluster122	2083
CS202_c00001_NODE_1_...cluster135	2083
CS202_c00001_NODE_1_...cluster144	2083
CS202_c00001_NODE_1_...cluster160	2083
CS202_c00001_NODE_1_...cluster163	2083
CS202_c00001_NODE_1_...cluster166	2083
CS202_c00001_NODE_1_...cluster167	2083
CS202_c00001_NODE_1_...cluster181	2083
CS202_c00001_NODE_1_...cluster186	2083
CS202_c00001_NODE_1_...cluster110	2519
CS203_c00001_NODE_1_...cluster002	2519
CS204_c00001_NODE_1_...cluster027	2519
CS202_c00001_NODE_1_...cluster025	2534
CS203_c00001_NODE_1_...cluster069	2534
CS204_c00001_NODE_1_...cluster042	2534
CS202_c00001_NODE_1_...cluster060	2546
CS203_c00001_NODE_1_...cluster028	2546
CS204_c00001_NODE_1_...cluster054	2546
CS203_c00001_NODE_1_...cluster011	2619
CS204_c00001_NODE_1_...cluster044	2619
CS204_c00001_NODE_1_...cluster127	2619
CS203_c00001_NODE_1_...cluster048	2620
CS203_c00001_NODE_1_...cluster187	2620
CS203_c00001_NODE_1_...cluster199	2620
CS204_c00001_NODE_1_...cluster128	2620
CS203_c00001_NODE_1_...cluster032	2708
CS211_c00001_NODE_1_...cluster008	2708
CS204_c00001_NODE_1_...cluster047	2717
CS211_c00001_NODE_1_...cluster017	2717
CS202_c00001_NODE_1_...cluster009	2720
CS211_c00001_NODE_1_...cluster020	2720
CS202_c00001_NODE_1_...cluster031	2830
CS202_c00001_NODE_1_...cluster158	2830
CS203_c00001_NODE_1_...cluster030	2830
CS203_c00001_NODE_1_...cluster147	2830
CS203_c00001_NODE_1_...cluster196	2830
CS204_c00001_NODE_1_...cluster040	2830
CS204_c00001_NODE_1_...cluster126	2830
CS204_c00001_NODE_1_...cluster161	2830
CS211_c00001_NODE_1_...cluster075	2830
CS211_c00001_NODE_1_...cluster130	2830
BGC0000044.1	2854
CS211_c00001_NODE_1_...cluster047	2854
CS211_c00001_NODE_1_...cluster112	2854
CS211_c00001_NODE_1_...cluster121	2854
CS211_c00001_NODE_1_...cluster140	2854
CS211_c00001_NODE_1_...cluster154	2854
CS203_c00001_NODE_1_...cluster195	2863
CS204_c00001_NODE_1_...cluster115	2863
CS204_c00001_NODE_1_...cluster123	2863
CS204_c00001_NODE_1_...cluster133	2863
CS204_c00001_NODE_1_...cluster155	2863
CS211_c00001_NODE_1_...cluster163	2863
CS200_c00001_NODE_1_...cluster264	2884
CS202_c00001_NODE_1_...cluster030	2884
CS202_c00001_NODE_1_...cluster146	2884
CS202_c00001_NODE_1_...cluster177	2884
CS203_c00001_NODE_1_...cluster024	2884
CS203_c00001_NODE_1_...cluster140	2884
CS203_c00001_NODE_1_...cluster204	2884
CS203_c00001_NODE_1_...cluster208	2884
CS204_c00001_NODE_1_...cluster131	2884
CS204_c00001_NODE_1_...cluster132	2884
CS204_c00001_NODE_1_...cluster135	2884
CS204_c00001_NODE_1_...cluster145	2884
CS204_c00001_NODE_1_...cluster189	2884
CS204_c00001_NODE_1_...cluster205	2884
CS211_c00001_NODE_1_...cluster171	2884
CS211_c00001_NODE_1_...cluster184	2884
CS200_c00001_NODE_1_...cluster256	2912
CS200_c00001_NODE_1_...cluster259	2912
CS200_c00001_NODE_1_...cluster271	2912
CS203_c00001_NODE_1_...cluster189	2912
CS203_c00001_NODE_1_...cluster194	2912
CS204_c00001_NODE_1_...cluster150	2912
CS204_c00001_NODE_1_...cluster202	2912
CS211_c00001_NODE_1_...cluster212	2912
CS202_c00001_NODE_1_...cluster050	2998
CS203_c00001_NODE_1_...cluster031	2998
CS204_c00001_NODE_1_...cluster018	2998
CS211_c00001_NODE_1_...cluster174	2998
CS211_c00001_NODE_1_...cluster228	2998
CS783_c00001_NODE_1_...cluster021	2998
CS202_c00001_NODE_1_...cluster092	3002
CS783_c00001_NODE_1_...cluster025	3002
CS202_c00001_NODE_1_...cluster178	3066
CS203_c00001_NODE_1_...cluster039	3066
CS204_c00001_NODE_1_...cluster024	3066
CS211_c00001_NODE_1_...cluster200	3066
CS211_c00001_NODE_1_...cluster233	3066
CS211_c00001_NODE_1_...cluster269	3066
CS783_c00001_NODE_1_...cluster089	3066
CS202_c00001_NODE_1_...cluster182	3083
CS203_c00001_NODE_1_...cluster190	3083
CS204_c00001_NODE_1_...cluster153	3083
CS211_c00001_NODE_1_...cluster204	3083
CS211_c00001_NODE_1_...cluster238	3083
CS211_c00001_NODE_1_...cluster251	3083
CS783_c00001_NODE_1_...cluster106	3083
CS203_c00001_NODE_1_...cluster131	3096
CS203_c00001_NODE_1_...cluster157	3096
CS203_c00001_NODE_1_...cluster158	3096
CS203_c00001_NODE_1_...cluster159	3096
CS203_c00001_NODE_1_...cluster170	3096
CS204_c00001_NODE_1_...cluster140	3096
CS204_c00001_NODE_1_...cluster152	3096
CS204_c00001_NODE_1_...cluster177	3096
CS211_c00001_NODE_1_...cluster158	3096
CS211_c00001_NODE_1_...cluster225	3096
CS211_c00001_NODE_1_...cluster247	3096
CS211_c00001_NODE_1_...cluster260	3096
CS783_c00001_NODE_1_...cluster097	3096
CS783_c00001_NODE_1_...cluster119	3096
BGC0000012.1	3101
