#BGC Name	Family Number
BGC0000125.1	123
BGC0001690.1	123
BGC0000126.1	124
BGC0000127.1	125
BGC0000128.1	126
BGC0000129.1	127
BGC0000130.1	128
BGC0000132.1	128
BGC0000133.1	131
BGC0000134.1	132
BGC0000135.1	133
BGC0000137.1	135
BGC0000138.1	136
BGC0000140.1	137
BGC0000141.1	138
BGC0000142.1	139
BGC0000143.1	140
BGC0000144.1	141
BGC0000146.1	143
BGC0000147.1	144
BGC0000148.1	145
BGC0000149.1	146
BGC0000150.1	147
BGC0000151.1	148
BGC0000152.1	149
BGC0000153.1	150
BGC0000154.1	151
BGC0000155.1	152
BGC0000156.1	153
BGC0000157.1	154
BGC0000158.1	154
BGC0000159.1	156
BGC0000160.1	157
BGC0000161.1	158
BGC0000162.1	159
BGC0000165.1	162
BGC0000167.1	164
BGC0000168.1	165
BGC0000257.1	253
BGC0000335.1	331
BGC0000346.1	342
BGC0000353.1	349
BGC0000365.1	361
BGC0000380.1	376
BGC0000383.1	379
BGC0000393.1	388
BGC0000436.1	431
BGC0000467.1	462
BGC0000680.1	667
BGC0000682.1	668
BGC0000684.1	669
BGC0000935.1	920
BGC0000954.1	939
BGC0000955.1	940
BGC0000957.1	942
BGC0000959.1	944
BGC0000960.1	945
BGC0000961.1	946
BGC0000962.1	947
BGC0000963.1	948
BGC0000966.1	951
BGC0000968.1	953
BGC0000969.1	954
BGC0000970.1	955
BGC0000971.1	956
BGC0000972.1	957
BGC0000973.1	958
BGC0000975.1	960
BGC0000976.1	961
BGC0001165.1	961
BGC0000977.1	962
BGC0000978.1	963
BGC0000981.1	963
BGC0000979.1	964
BGC0000980.1	964
BGC0000982.1	967
BGC0000983.1	968
BGC0000984.1	969
BGC0000986.1	971
BGC0000988.1	975
BGC0000989.1	975
BGC0000990.1	975
BGC0000991.1	975
BGC0000992.1	976
BGC0000994.1	978
BGC0000996.1	980
BGC0000997.1	981
BGC0000998.1	982
BGC0000999.1	983
BGC0001000.1	984
BGC0001001.1	985
BGC0001002.1	986
BGC0001003.1	987
BGC0001006.1	990
BGC0001007.1	990
BGC0001008.1	992
BGC0001009.1	993
BGC0001010.1	993
BGC0001011.1	997
BGC0001012.1	997
BGC0001013.1	997
BGC0001014.1	998
BGC0001015.1	999
BGC0001019.1	1003
BGC0001022.1	1006
BGC0001024.1	1008
BGC0001026.1	1010
BGC0001028.1	1012
BGC0001029.1	1013
BGC0001030.1	1014
BGC0001033.1	1017
BGC0001034.1	1018
BGC0001035.1	1019
BGC0001036.1	1020
BGC0001037.1	1021
BGC0001038.1	1022
BGC0001039.1	1023
BGC0001040.1	1024
BGC0000145.1	1025
BGC0001041.1	1025
BGC0001042.1	1026
BGC0001043.1	1027
BGC0001044.1	1028
BGC0001046.1	1030
BGC0001047.1	1031
BGC0001048.1	1032
BGC0001051.1	1035
BGC0001052.1	1036
BGC0001053.1	1037
BGC0001054.1	1038
BGC0001055.1	1039
BGC0001056.1	1040
BGC0001057.1	1041
BGC0001059.1	1043
BGC0001060.1	1044
BGC0001065.1	1049
BGC0001067.1	1051
BGC0001068.1	1052
BGC0001069.1	1053
BGC0001070.1	1054
BGC0001071.1	1055
BGC0001072.1	1056
BGC0001102.1	1085
BGC0001118.1	1101
BGC0001119.1	1102
BGC0001122.1	1105
BGC0001124.1	1107
BGC0001125.1	1108
BGC0001130.1	1112
BGC0001049.1	1118
BGC0001136.1	1118
BGC0001218.1	1118
BGC0001141.1	1122
BGC0001143.1	1124
BGC0001144.1	1125
BGC0000030.1	1139
BGC0001158.1	1139
BGC0001159.1	1140
BGC0001160.1	1141
BGC0001161.1	1143
BGC0001162.1	1143
BGC0001163.1	1143
BGC0001164.1	1145
BGC0001169.1	1150
BGC0001172.1	1153
BGC0001182.1	1161
BGC0001187.1	1166
BGC0001190.1	1169
BGC0001194.1	1173
BGC0001195.1	1174
BGC0001199.1	1178
BGC0001200.1	1179
BGC0001202.1	1181
BGC0001203.1	1182
BGC0001204.1	1183
BGC0001205.1	1184
BGC0001212.1	1191
BGC0001215.1	1194
BGC0000958.1	1195
BGC0001216.1	1195
BGC0001230.1	1209
BGC0001766.1	1209
BGC0001231.1	1210
BGC0001232.1	1211
BGC0001235.1	1214
BGC0001236.1	1215
BGC0001352.1	1215
BGC0001354.1	1215
BGC0001355.1	1215
BGC0001237.1	1216
BGC0001242.1	1221
BGC0001243.1	1222
BGC0001244.1	1223
BGC0001245.1	1224
BGC0001246.1	1225
BGC0001247.1	1226
BGC0001252.1	1231
BGC0001253.1	1232
BGC0001254.1	1233
BGC0001255.1	1234
BGC0001257.1	1236
BGC0001258.1	1237
BGC0001264.1	1243
BGC0001280.1	1243
BGC0001265.1	1244
BGC0001266.1	1245
BGC0000064.1	1247
BGC0001268.1	1247
BGC0001271.1	1250
BGC0001259.1	1251
BGC0001272.1	1251
BGC0001273.1	1252
BGC0001275.1	1254
BGC0001276.1	1255
BGC0001281.1	1260
BGC0001283.1	1262
BGC0001284.1	1263
BGC0001287.1	1266
BGC0001288.1	1267
BGC0001290.1	1269
BGC0001296.1	1275
BGC0001433.1	1275
BGC0001298.1	1277
BGC0001303.1	1282
BGC0001304.1	1283
BGC0001305.1	1284
BGC0001309.1	1288
BGC0001327.1	1305
BGC0001328.1	1305
BGC0001329.1	1307
BGC0001330.1	1308
BGC0001331.1	1308
BGC0001332.1	1310
BGC0001338.1	1316
BGC0001339.1	1317
BGC0001342.1	1320
BGC0001344.1	1322
BGC0001348.1	1326
BGC0001351.1	1329
BGC0001353.1	1331
BGC0001358.1	1336
BGC0001359.1	1337
BGC0001363.1	1341
BGC0001754.1	1341
BGC0001367.1	1345
BGC0001373.1	1351
BGC0001377.1	1355
BGC0001815.1	1355
BGC0001381.1	1359
BGC0001340.1	1363
BGC0001385.1	1363
BGC0001390.1	1368
BGC0001394.1	1372
BGC0001737.1	1372
BGC0000035.1	1374
BGC0000047.1	1374
BGC0001396.1	1374
BGC0000965.1	1375
BGC0001397.1	1375
BGC0001584.1	1375
BGC0001400.1	1378
BGC0001403.1	1381
BGC0001404.1	1382
BGC0001405.1	1383
BGC0001415.1	1393
BGC0001421.1	1406
BGC0001422.1	1406
BGC0001423.1	1406
BGC0001424.1	1406
BGC0001425.1	1406
BGC0001426.1	1406
BGC0001427.1	1406
BGC0001428.1	1406
BGC0001023.1	1407
BGC0001417.1	1407
BGC0001418.1	1407
BGC0001419.1	1407
BGC0001420.1	1407
BGC0001429.1	1407
BGC0001430.1	1407
BGC0001431.1	1407
BGC0001432.1	1410
BGC0001435.1	1413
BGC0001443.1	1421
BGC0001445.1	1423
BGC0001446.1	1424
BGC0001449.1	1426
BGC0000170.1	1427
BGC0001450.1	1427
BGC0001466.1	1437
BGC0001467.1	1438
BGC0001477.1	1448
BGC0001489.1	1458
BGC0001491.1	1460
BGC0001492.1	1461
BGC0001495.1	1464
BGC0001503.1	1472
BGC0001504.1	1473
BGC0001508.1	1477
BGC0000020.1	1480
BGC0001511.1	1480
BGC0001519.1	1488
BGC0001452.1	1491
BGC0001522.1	1491
BGC0000031.1	1502
BGC0001533.1	1502
BGC0001537.1	1506
BGC0001541.1	1510
BGC0001542.1	1510
BGC0001544.1	1513
BGC0001553.1	1522
BGC0001556.1	1525
BGC0001436.1	1526
BGC0001557.1	1526
BGC0000974.1	1528
BGC0001559.1	1528
BGC0001560.1	1529
BGC0001563.1	1532
BGC0001565.1	1534
BGC0001578.1	1546
BGC0000052.1	1549
BGC0001581.1	1549
BGC0001662.1	1549
BGC0001583.1	1551
BGC0001597.1	1565
BGC0001598.1	1566
BGC0001600.1	1568
BGC0001606.1	1573
BGC0001619.1	1586
BGC0001626.1	1593
BGC0001630.1	1597
BGC0001631.1	1598
BGC0000086.1	1615
BGC0000087.1	1615
BGC0001648.1	1615
BGC0001649.1	1616
BGC0001653.1	1620
BGC0001658.1	1625
BGC0001666.1	1633
BGC0001694.1	1660
BGC0001695.1	1661
BGC0001697.1	1663
BGC0001523.1	1666
BGC0001700.1	1666
BGC0001702.1	1668
BGC0001703.1	1669
BGC0001704.1	1670
BGC0001016.1	1671
BGC0001017.1	1671
BGC0001667.1	1671
BGC0001705.1	1671
BGC0001708.1	1674
BGC0000115.1	1675
BGC0000116.1	1675
BGC0001709.1	1675
BGC0001711.1	1677
BGC0001714.1	1680
BGC0001720.1	1686
BGC0001722.1	1688
BGC0001724.1	1690
BGC0001726.1	1692
BGC0001729.1	1695
BGC0001738.1	1704
BGC0001741.1	1707
BGC0001742.1	1708
BGC0001749.1	1714
BGC0001750.1	1715
BGC0001755.1	1720
BGC0000136.1	1724
BGC0001759.1	1724
BGC0001620.1	1728
BGC0001763.1	1728
BGC0001770.1	1735
BGC0001773.1	1738
BGC0001784.1	1749
BGC0001785.1	1750
BGC0001793.1	1758
BGC0001794.1	1759
BGC0001798.1	1763
BGC0001800.1	1765
BGC0001378.1	1769
BGC0001804.1	1769
BGC0001004.1	1772
BGC0001183.1	1772
BGC0001807.1	1772
BGC0001812.1	1777
BGC0001830.1	1777
BGC0001816.1	1781
BGC0001827.1	1792
BGC0001828.1	1793
BGC0000345.1	1794
BGC0001829.1	1794
CS200_c00001_NODE_1_...cluster003	1798
CS200_c00001_NODE_1_...cluster006	1801
CS200_c00001_NODE_1_...cluster011	1806
CS200_c00001_NODE_1_...cluster020	1815
CS200_c00001_NODE_1_...cluster022	1817
CS200_c00001_NODE_1_...cluster032	1827
CS200_c00001_NODE_1_...cluster034	1829
CS200_c00001_NODE_1_...cluster064	1859
CS200_c00001_NODE_1_...cluster072	1867
CS200_c00001_NODE_1_...cluster075	1870
CS200_c00001_NODE_1_...cluster082	1877
CS200_c00001_NODE_1_...cluster099	1894
CS200_c00001_NODE_1_...cluster106	1901
CS200_c00001_NODE_1_...cluster109	1904
CS783_c00001_NODE_1_...cluster055	1904
CS200_c00001_NODE_1_...cluster113	1908
CS200_c00001_NODE_1_...cluster128	1923
CS200_c00001_NODE_1_...cluster131	1926
CS200_c00001_NODE_1_...cluster142	1937
CS200_c00001_NODE_1_...cluster148	1943
CS200_c00001_NODE_1_...cluster152	1947
CS200_c00001_NODE_1_...cluster155	1950
CS200_c00001_NODE_1_...cluster157	1952
CS202_c00001_NODE_1_...cluster129	1952
CS200_c00001_NODE_1_...cluster159	1954
CS200_c00001_NODE_1_...cluster160	1955
CS200_c00001_NODE_1_...cluster165	1960
CS211_c00001_NODE_1_...cluster032	1960
CS200_c00001_NODE_1_...cluster169	1964
CS204_c00001_NODE_1_...cluster045	1964
CS211_c00001_NODE_1_...cluster100	1964
CS200_c00001_NODE_1_...cluster172	1967
CS200_c00001_NODE_1_...cluster175	1970
CS200_c00001_NODE_1_...cluster187	1982
CS202_c00001_NODE_1_...cluster050	1982
CS203_c00001_NODE_1_...cluster031	1982
CS204_c00001_NODE_1_...cluster018	1982
CS211_c00001_NODE_1_...cluster174	1982
CS783_c00001_NODE_1_...cluster021	1982
CS200_c00001_NODE_1_...cluster191	1986
CS200_c00001_NODE_1_...cluster192	1987
CS200_c00001_NODE_1_...cluster199	1994
CS202_c00001_NODE_1_...cluster083	1994
CS200_c00001_NODE_1_...cluster204	1999
CS200_c00001_NODE_1_...cluster206	2001
CS200_c00001_NODE_1_...cluster208	2003
CS200_c00001_NODE_1_...cluster210	2005
CS204_c00001_NODE_1_...cluster086	2005
CS211_c00001_NODE_1_...cluster094	2005
CS200_c00001_NODE_1_...cluster213	2008
CS203_c00001_NODE_1_...cluster131	2008
CS200_c00001_NODE_1_...cluster217	2012
CS200_c00001_NODE_1_...cluster229	2024
CS200_c00001_NODE_1_...cluster230	2025
CS200_c00001_NODE_1_...cluster231	2026
CS200_c00001_NODE_1_...cluster233	2028
CS200_c00001_NODE_1_...cluster237	2032
CS200_c00001_NODE_1_...cluster243	2038
CS200_c00001_NODE_1_...cluster248	2043
CS200_c00001_NODE_1_...cluster254	2049
CS200_c00001_NODE_1_...cluster256	2051
CS200_c00001_NODE_1_...cluster264	2059
CS200_c00001_NODE_1_...cluster272	2067
CS200_c00001_NODE_1_...cluster278	2073
CS200_c00001_NODE_1_...cluster281	2076
CS200_c00001_NODE_1_...cluster288	2076
CS211_c00001_NODE_1_...cluster255	2076
CS200_c00001_NODE_1_...cluster285	2080
CS200_c00001_NODE_1_...cluster287	2082
CS202_c00001_NODE_1_...cluster013	2097
CS202_c00001_NODE_1_...cluster025	2109
CS203_c00001_NODE_1_...cluster069	2109
CS204_c00001_NODE_1_...cluster042	2109
CS211_c00001_NODE_1_...cluster080	2109
CS783_c00001_NODE_1_...cluster059	2109
CS202_c00001_NODE_1_...cluster029	2113
CS202_c00001_NODE_1_...cluster030	2114
CS200_c00001_NODE_1_...cluster138	2116
CS202_c00001_NODE_1_...cluster032	2116
CS202_c00001_NODE_1_...cluster041	2125
CS202_c00001_NODE_1_...cluster062	2146
CS202_c00001_NODE_1_...cluster070	2154
CS202_c00001_NODE_1_...cluster077	2161
CS200_c00001_NODE_1_...cluster105	2162
CS202_c00001_NODE_1_...cluster078	2162
CS202_c00001_NODE_1_...cluster084	2168
CS202_c00001_NODE_1_...cluster085	2169
CS200_c00001_NODE_1_...cluster126	2174
CS202_c00001_NODE_1_...cluster007	2174
CS202_c00001_NODE_1_...cluster090	2174
CS203_c00001_NODE_1_...cluster038	2174
CS203_c00001_NODE_1_...cluster102	2174
CS204_c00001_NODE_1_...cluster057	2174
CS211_c00001_NODE_1_...cluster202	2174
CS202_c00001_NODE_1_...cluster092	2176
CS783_c00001_NODE_1_...cluster025	2176
CS202_c00001_NODE_1_...cluster100	2184
CS202_c00001_NODE_1_...cluster102	2186
CS202_c00001_NODE_1_...cluster110	2194
CS202_c00001_NODE_1_...cluster118	2202
CS202_c00001_NODE_1_...cluster122	2206
CS202_c00001_NODE_1_...cluster135	2219
CS202_c00001_NODE_1_...cluster137	2221
CS202_c00001_NODE_1_...cluster144	2228
CS202_c00001_NODE_1_...cluster146	2230
CS202_c00001_NODE_1_...cluster158	2242
CS202_c00001_NODE_1_...cluster160	2244
CS202_c00001_NODE_1_...cluster163	2247
CS202_c00001_NODE_1_...cluster166	2250
CS202_c00001_NODE_1_...cluster167	2251
CS202_c00001_NODE_1_...cluster168	2252
CS202_c00001_NODE_1_...cluster177	2261
CS202_c00001_NODE_1_...cluster178	2262
CS202_c00001_NODE_1_...cluster181	2265
CS202_c00001_NODE_1_...cluster186	2270
CS203_c00001_NODE_1_...cluster199	2270
CS204_c00001_NODE_1_...cluster185	2270
CS200_c00001_NODE_1_...cluster037	2286
CS203_c00001_NODE_1_...cluster009	2286
CS204_c00001_NODE_1_...cluster121	2286
CS783_c00001_NODE_1_...cluster016	2286
CS203_c00001_NODE_1_...cluster011	2288
CS204_c00001_NODE_1_...cluster127	2288
CS200_c00001_NODE_1_...cluster094	2295
CS203_c00001_NODE_1_...cluster018	2295
CS204_c00001_NODE_1_...cluster008	2295
CS203_c00001_NODE_1_...cluster022	2299
CS204_c00001_NODE_1_...cluster074	2299
CS203_c00001_NODE_1_...cluster024	2301
CS203_c00001_NODE_1_...cluster047	2324
CS203_c00001_NODE_1_...cluster049	2326
CS200_c00001_NODE_1_...cluster013	2335
CS203_c00001_NODE_1_...cluster058	2335
CS204_c00001_NODE_1_...cluster069	2335
CS783_c00001_NODE_1_...cluster002	2335
CS203_c00001_NODE_1_...cluster062	2339
CS204_c00001_NODE_1_...cluster105	2339
CS203_c00001_NODE_1_...cluster064	2341
CS203_c00001_NODE_1_...cluster066	2343
CS203_c00001_NODE_1_...cluster071	2348
CS203_c00001_NODE_1_...cluster072	2349
CS203_c00001_NODE_1_...cluster086	2363
CS203_c00001_NODE_1_...cluster095	2372
CS203_c00001_NODE_1_...cluster096	2373
CS203_c00001_NODE_1_...cluster109	2386
CS203_c00001_NODE_1_...cluster111	2388
CS203_c00001_NODE_1_...cluster123	2400
CS203_c00001_NODE_1_...cluster124	2401
CS203_c00001_NODE_1_...cluster129	2406
CS203_c00001_NODE_1_...cluster138	2415
CS203_c00001_NODE_1_...cluster140	2417
CS203_c00001_NODE_1_...cluster142	2419
CS200_c00001_NODE_1_...cluster102	2420
CS202_c00001_NODE_1_...cluster055	2420
CS203_c00001_NODE_1_...cluster143	2420
CS203_c00001_NODE_1_...cluster145	2422
CS203_c00001_NODE_1_...cluster147	2424
CS203_c00001_NODE_1_...cluster148	2425
CS203_c00001_NODE_1_...cluster150	2427
CS203_c00001_NODE_1_...cluster155	2432
CS203_c00001_NODE_1_...cluster158	2435
CS203_c00001_NODE_1_...cluster159	2436
CS203_c00001_NODE_1_...cluster166	2443
CS203_c00001_NODE_1_...cluster169	2446
CS203_c00001_NODE_1_...cluster173	2450
CS203_c00001_NODE_1_...cluster176	2453
CS203_c00001_NODE_1_...cluster180	2457
CS203_c00001_NODE_1_...cluster187	2464
CS200_c00001_NODE_1_...cluster259	2466
CS203_c00001_NODE_1_...cluster189	2466
CS203_c00001_NODE_1_...cluster190	2467
CS203_c00001_NODE_1_...cluster193	2470
CS200_c00001_NODE_1_...cluster271	2471
CS203_c00001_NODE_1_...cluster194	2471
CS211_c00001_NODE_1_...cluster212	2471
CS203_c00001_NODE_1_...cluster204	2481
CS203_c00001_NODE_1_...cluster208	2485
CS204_c00001_NODE_1_...cluster177	2485
CS211_c00001_NODE_1_...cluster225	2485
CS783_c00001_NODE_1_...cluster119	2485
CS200_c00001_NODE_1_...cluster009	2493
CS202_c00001_NODE_1_...cluster003	2493
CS203_c00001_NODE_1_...cluster079	2493
CS204_c00001_NODE_1_...cluster001	2493
CS783_c00001_NODE_1_...cluster004	2493
CS204_c00001_NODE_1_...cluster003	2495
CS203_c00001_NODE_1_...cluster157	2497
CS204_c00001_NODE_1_...cluster005	2497
CS204_c00001_NODE_1_...cluster022	2514
CS203_c00001_NODE_1_...cluster039	2516
CS204_c00001_NODE_1_...cluster024	2516
CS203_c00001_NODE_1_...cluster002	2519
CS204_c00001_NODE_1_...cluster027	2519
CS203_c00001_NODE_1_...cluster056	2530
CS204_c00001_NODE_1_...cluster038	2530
CS204_c00001_NODE_1_...cluster044	2536
CS204_c00001_NODE_1_...cluster047	2539
CS211_c00001_NODE_1_...cluster017	2539
CS202_c00001_NODE_1_...cluster060	2546
CS203_c00001_NODE_1_...cluster028	2546
CS204_c00001_NODE_1_...cluster054	2546
CS200_c00001_NODE_1_...cluster048	2555
CS202_c00001_NODE_1_...cluster115	2555
CS204_c00001_NODE_1_...cluster063	2555
CS783_c00001_NODE_1_...cluster035	2555
CS204_c00001_NODE_1_...cluster064	2556
CS204_c00001_NODE_1_...cluster068	2560
CS204_c00001_NODE_1_...cluster070	2562
CS204_c00001_NODE_1_...cluster073	2565
CS204_c00001_NODE_1_...cluster084	2576
CS204_c00001_NODE_1_...cluster093	2585
CS204_c00001_NODE_1_...cluster094	2586
CS203_c00001_NODE_1_...cluster122	2588
CS204_c00001_NODE_1_...cluster096	2588
CS204_c00001_NODE_1_...cluster101	2593
CS204_c00001_NODE_1_...cluster106	2598
CS204_c00001_NODE_1_...cluster110	2602
CS204_c00001_NODE_1_...cluster113	2605
CS204_c00001_NODE_1_...cluster115	2607
CS204_c00001_NODE_1_...cluster116	2608
CS204_c00001_NODE_1_...cluster123	2615
CS204_c00001_NODE_1_...cluster155	2615
CS211_c00001_NODE_1_...cluster163	2615
CS204_c00001_NODE_1_...cluster126	2618
CS203_c00001_NODE_1_...cluster048	2620
CS204_c00001_NODE_1_...cluster128	2620
CS204_c00001_NODE_1_...cluster131	2623
CS204_c00001_NODE_1_...cluster132	2624
CS204_c00001_NODE_1_...cluster135	2627
CS204_c00001_NODE_1_...cluster144	2636
CS204_c00001_NODE_1_...cluster145	2637
CS204_c00001_NODE_1_...cluster150	2642
CS204_c00001_NODE_1_...cluster152	2644
CS204_c00001_NODE_1_...cluster153	2645
CS204_c00001_NODE_1_...cluster160	2652
CS204_c00001_NODE_1_...cluster161	2653
CS204_c00001_NODE_1_...cluster163	2655
CS204_c00001_NODE_1_...cluster189	2681
CS204_c00001_NODE_1_...cluster192	2684
CS204_c00001_NODE_1_...cluster194	2686
CS204_c00001_NODE_1_...cluster198	2690
CS204_c00001_NODE_1_...cluster202	2694
CS204_c00001_NODE_1_...cluster205	2697
CS203_c00001_NODE_1_...cluster032	2708
CS211_c00001_NODE_1_...cluster008	2708
CS211_c00001_NODE_1_...cluster011	2711
CS202_c00001_NODE_1_...cluster009	2720
CS211_c00001_NODE_1_...cluster020	2720
CS211_c00001_NODE_1_...cluster022	2722
CS211_c00001_NODE_1_...cluster035	2735
CS211_c00001_NODE_1_...cluster043	2743
CS211_c00001_NODE_1_...cluster045	2745
CS211_c00001_NODE_1_...cluster047	2747
CS200_c00001_NODE_1_...cluster046	2748
CS211_c00001_NODE_1_...cluster048	2748
CS211_c00001_NODE_1_...cluster194	2748
CS783_c00001_NODE_1_...cluster038	2748
CS211_c00001_NODE_1_...cluster067	2767
CS202_c00001_NODE_1_...cluster131	2775
CS211_c00001_NODE_1_...cluster075	2775
CS211_c00001_NODE_1_...cluster130	2775
CS211_c00001_NODE_1_...cluster077	2777
CS211_c00001_NODE_1_...cluster083	2783
CS211_c00001_NODE_1_...cluster089	2789
CS211_c00001_NODE_1_...cluster095	2795
CS211_c00001_NODE_1_...cluster103	2803
CS211_c00001_NODE_1_...cluster111	2811
CS211_c00001_NODE_1_...cluster112	2812
CS211_c00001_NODE_1_...cluster121	2821
CS211_c00001_NODE_1_...cluster123	2823
CS211_c00001_NODE_1_...cluster140	2840
CS211_c00001_NODE_1_...cluster154	2840
CS211_c00001_NODE_1_...cluster149	2849
CS211_c00001_NODE_1_...cluster155	2855
CS211_c00001_NODE_1_...cluster156	2856
CS211_c00001_NODE_1_...cluster158	2858
CS211_c00001_NODE_1_...cluster171	2871
CS211_c00001_NODE_1_...cluster173	2873
CS211_c00001_NODE_1_...cluster176	2876
CS211_c00001_NODE_1_...cluster177	2877
CS211_c00001_NODE_1_...cluster178	2878
CS211_c00001_NODE_1_...cluster179	2879
CS211_c00001_NODE_1_...cluster181	2881
CS211_c00001_NODE_1_...cluster184	2884
CS211_c00001_NODE_1_...cluster185	2885
CS211_c00001_NODE_1_...cluster192	2892
CS211_c00001_NODE_1_...cluster200	2900
CS202_c00001_NODE_1_...cluster182	2904
CS211_c00001_NODE_1_...cluster204	2904
CS211_c00001_NODE_1_...cluster208	2908
CS211_c00001_NODE_1_...cluster209	2909
CS211_c00001_NODE_1_...cluster213	2913
CS211_c00001_NODE_1_...cluster215	2915
CS211_c00001_NODE_1_...cluster227	2927
CS211_c00001_NODE_1_...cluster233	2933
CS211_c00001_NODE_1_...cluster234	2934
CS211_c00001_NODE_1_...cluster235	2935
CS211_c00001_NODE_1_...cluster238	2938
CS211_c00001_NODE_1_...cluster241	2941
CS211_c00001_NODE_1_...cluster242	2942
CS211_c00001_NODE_1_...cluster247	2947
CS211_c00001_NODE_1_...cluster249	2949
CS211_c00001_NODE_1_...cluster250	2950
CS211_c00001_NODE_1_...cluster256	2956
CS211_c00001_NODE_1_...cluster257	2957
CS211_c00001_NODE_1_...cluster260	2960
CS211_c00001_NODE_1_...cluster263	2963
CS211_c00001_NODE_1_...cluster264	2964
CS211_c00001_NODE_1_...cluster265	2965
CS211_c00001_NODE_1_...cluster269	2969
CS211_c00001_NODE_1_...cluster275	2975
CS211_c00001_NODE_1_...cluster277	2977
CS783_c00001_NODE_1_...cluster010	2987
CS202_c00001_NODE_1_...cluster031	3000
CS203_c00001_NODE_1_...cluster030	3000
CS203_c00001_NODE_1_...cluster196	3000
CS204_c00001_NODE_1_...cluster040	3000
CS783_c00001_NODE_1_...cluster023	3000
CS783_c00001_NODE_1_...cluster045	3022
CS200_c00001_NODE_1_...cluster030	3023
CS203_c00001_NODE_1_...cluster195	3023
CS204_c00001_NODE_1_...cluster133	3023
CS783_c00001_NODE_1_...cluster046	3023
CS783_c00001_NODE_1_...cluster047	3024
CS203_c00001_NODE_1_...cluster170	3035
CS204_c00001_NODE_1_...cluster095	3035
CS204_c00001_NODE_1_...cluster140	3035
CS211_c00001_NODE_1_...cluster090	3035
CS783_c00001_NODE_1_...cluster058	3035
CS211_c00001_NODE_1_...cluster019	3046
CS783_c00001_NODE_1_...cluster069	3046
CS783_c00001_NODE_1_...cluster071	3048
CS200_c00001_NODE_1_...cluster017	3053
CS211_c00001_NODE_1_...cluster006	3053
CS783_c00001_NODE_1_...cluster076	3053
CS783_c00001_NODE_1_...cluster077	3054
CS200_c00001_NODE_1_...cluster164	3057
CS203_c00001_NODE_1_...cluster037	3057
CS204_c00001_NODE_1_...cluster108	3057
CS211_c00001_NODE_1_...cluster228	3057
CS783_c00001_NODE_1_...cluster080	3057
CS783_c00001_NODE_1_...cluster081	3058
CS783_c00001_NODE_1_...cluster084	3061
CS783_c00001_NODE_1_...cluster089	3066
CS783_c00001_NODE_1_...cluster097	3074
CS783_c00001_NODE_1_...cluster098	3075
CS783_c00001_NODE_1_...cluster103	3080
CS783_c00001_NODE_1_...cluster104	3081
CS200_c00001_NODE_1_...cluster240	3082
CS783_c00001_NODE_1_...cluster105	3082
CS211_c00001_NODE_1_...cluster251	3083
CS783_c00001_NODE_1_...cluster106	3083
CS783_c00001_NODE_1_...cluster113	3090
CS783_c00001_NODE_1_...cluster120	3097
CS783_c00001_NODE_1_...cluster121	3098
