#BGC Name	Family Number
BGC0001261.1	1240
BGC0001263.1	1242
BGC0000064.1	1247
BGC0000992.1	1247
BGC0001268.1	1247
BGC0001449.1	1247
BGC0001724.1	1247
BGC0001738.1	1247
BGC0001741.1	1247
BGC0001290.1	1269
BGC0001308.1	1287
BGC0001327.1	1309
BGC0001328.1	1309
BGC0001329.1	1309
BGC0001330.1	1309
BGC0001331.1	1309
BGC0001053.1	1322
BGC0001344.1	1322
BGC0000334.1	1336
BGC0001358.1	1336
BGC0001363.1	1341
BGC0001716.1	1341
BGC0001754.1	1341
BGC0001822.1	1341
BGC0001365.1	1343
BGC0000315.1	1348
BGC0001370.1	1348
BGC0001372.1	1350
BGC0001382.1	1360
BGC0001393.1	1371
BGC0000965.1	1375
BGC0001397.1	1375
BGC0001584.1	1375
BGC0001399.1	1377
BGC0001402.1	1380
BGC0000955.1	1393
BGC0001415.1	1393
BGC0000330.1	1406
BGC0001422.1	1406
BGC0001425.1	1406
BGC0001426.1	1406
BGC0001427.1	1406
BGC0001428.1	1406
BGC0001443.1	1421
BGC0001469.1	1440
BGC0001479.1	1450
BGC0001442.1	1466
BGC0001497.1	1466
BGC0001502.1	1471
BGC0000305.1	1478
BGC0000323.1	1478
BGC0000385.1	1478
BGC0000393.1	1478
BGC0000398.1	1478
BGC0000399.1	1478
BGC0000431.1	1478
BGC0000435.1	1478
BGC0000443.1	1478
BGC0001207.1	1478
BGC0001208.1	1478
BGC0001346.1	1478
BGC0001347.1	1478
BGC0001509.1	1478
BGC0001515.1	1484
BGC0001517.1	1486
BGC0001518.1	1487
BGC0001524.1	1493
BGC0001527.1	1496
BGC0000310.1	1505
BGC0000367.1	1505
BGC0000400.1	1505
BGC0000449.1	1505
BGC0000452.1	1505
BGC0000461.1	1505
BGC0000464.1	1505
BGC0001532.1	1505
BGC0001536.1	1505
BGC0001545.1	1514
BGC0000996.1	1525
BGC0000999.1	1525
BGC0001043.1	1525
BGC0001435.1	1525
BGC0001553.1	1525
BGC0001556.1	1525
BGC0001726.1	1525
BGC0000974.1	1528
BGC0000986.1	1528
BGC0001019.1	1528
BGC0001024.1	1528
BGC0001212.1	1528
BGC0001231.1	1528
BGC0001332.1	1528
BGC0001559.1	1528
BGC0001750.1	1528
BGC0001560.1	1529
BGC0001561.1	1530
BGC0001025.1	1533
BGC0001034.1	1533
BGC0001105.1	1533
BGC0001110.1	1533
BGC0001562.1	1533
BGC0001564.1	1533
BGC0001740.1	1533
BGC0001780.1	1533
BGC0000307.1	1534
BGC0001565.1	1534
BGC0001636.1	1534
BGC0001570.1	1539
BGC0001573.1	1542
BGC0001574.1	1543
BGC0001575.1	1544
BGC0000321.1	1553
BGC0001585.1	1553
BGC0001593.1	1561
BGC0001598.1	1566
BGC0001599.1	1567
BGC0001609.1	1576
BGC0001615.1	1582
BGC0001621.1	1588
BGC0001627.1	1594
BGC0001672.1	1639
BGC0001679.1	1646
BGC0001686.1	1652
BGC0001695.1	1661
BGC0001703.1	1669
BGC0001704.1	1670
BGC0001437.1	1676
BGC0001710.1	1676
BGC0001717.1	1683
BGC0001718.1	1683
BGC0001721.1	1687
BGC0001734.1	1700
BGC0001620.1	1728
BGC0001763.1	1728
BGC0001764.1	1729
BGC0001117.1	1731
BGC0001214.1	1731
BGC0001230.1	1731
BGC0001567.1	1731
BGC0001623.1	1731
BGC0001628.1	1731
BGC0001766.1	1731
BGC0001768.1	1733
BGC0001771.1	1736
BGC0001671.1	1755
BGC0001790.1	1755
BGC0001791.1	1756
BGC0001792.1	1757
BGC0001796.1	1761
BGC0001196.1	1779
BGC0001569.1	1779
BGC0001814.1	1779
BGC0001816.1	1781
BGC0000384.1	1783
BGC0000391.1	1783
BGC0001085.1	1783
BGC0001818.1	1783
BGC0001820.1	1786
BGC0001821.1	1786
BGC0001824.1	1789
BGC0001825.1	1790
BGC0001826.1	1790
CS200_c00001_NODE_1_...cluster025	1820
CS202_c00001_NODE_1_...cluster026	1820
CS203_c00001_NODE_1_...cluster210	2487
CS204_c00001_NODE_1_...cluster139	2631
CS211_c00001_NODE_1_...cluster220	2920
CS211_c00001_NODE_1_...cluster239	2939
